id,group,category,journey_stage,difficulty,applicable_roles,situation,chat_informed
OSS-01-001,01-getting-started,01-onboarding-and-orientation,discover,beginner,A newcomer | A student | A first-time contributor | A community volunteer,"Trying to understand what open source contribution actually involves, while the onboarding material assumes prior open-source experience.",True
OSS-41-036,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Documenting authority for emergency project decisions, while participants have unequal access to synchronous discussions.",False
OSS-41-037,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Challenging a practice that differs from written governance, while the decision affects contributors who were not consulted.",False
OSS-41-038,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Adding a new maintainer through an unclear nomination process, while there is no documented appeal or escalation path.",False
OSS-41-039,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Separating employer interests from community project priorities, while participants have unequal access to synchronous discussions.",False
OSS-41-040,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Planning leadership succession for a critical subproject, while the decision affects contributors who were not consulted.",False
OSS-41-041,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Finding where the project records binding technical decisions, while the project is under time pressure from a security incident.",False
OSS-41-042,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Proposing a governance change as the contributor base grows, while the governance document has not kept pace with practice.",False
OSS-41-043,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Participating in a vote without understanding quorum rules, while a small number of companies employ most maintainers.",False
OSS-41-044,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Handling a decision made by consensus after prolonged disagreement, while the project is under time pressure from a security incident.",False
OSS-41-045,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Resolving overlap between two working groups, while the governance document has not kept pace with practice.",False
OSS-41-046,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Documenting authority for emergency project decisions, while a small number of companies employ most maintainers.",False
OSS-41-047,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Challenging a practice that differs from written governance, while the project is under time pressure from a security incident.",False
OSS-41-048,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Adding a new maintainer through an unclear nomination process, while the governance document has not kept pace with practice.",False
OSS-41-049,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Separating employer interests from community project priorities, while a small number of companies employ most maintainers.",False
OSS-41-050,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,advanced,A community member | A maintainer | A working-group lead | A project sponsor,"Planning leadership succession for a critical subproject, while the project is under time pressure from a security incident.",False
OSS-42-001,09-growth-governance-and-sustainability,42-releases-backports-and-deprecations,maintain,beginner,A release contributor | A maintainer | A patch author | A documentation contributor,"Preparing a release candidate from a busy default branch, while the fix depends on code absent from older branches.",False
OSS-42-002,09-growth-governance-and-sustainability,42-releases-backports-and-deprecations,maintain,beginner,A release contributor | A maintainer | A patch author | A documentation contributor,"Backporting a bug fix to several maintained versions, while downstream users rely on undocumented behavior.",False
OSS-42-003,09-growth-governance-and-sustainability,42-releases-backports-and-deprecations,maintain,beginner,A release contributor | A maintainer | A patch author | A documentation contributor,"Deciding whether a change belongs in the current release, while the security details cannot yet be public.",False
OSS-42-004,09-growth-governance-and-sustainability,42-releases-backports-and-deprecations,maintain,beginner,A release contributor | A maintainer | A patch author | A documentation contributor,"Writing release notes for user-visible behavior changes, while the fix depends on code absent from older branches.",False
OSS-42-005,09-growth-governance-and-sustainability,42-releases-backports-and-deprecations,maintain,beginner,A release contributor | A maintainer | A patch author | A documentation contributor,"Deprecating an API before removing it in a future version, while downstream users rely on undocumented behavior.",False
OSS-42-006,09-growth-governance-and-sustainability,42-releases-backports-and-deprecations,maintain,beginner,A release contributor | A maintainer | A patch author | A documentation contributor,"Handling a release blocked by one failing platform test, while the security details cannot yet be public.",False
OSS-42-007,09-growth-governance-and-sustainability,42-releases-backports-and-deprecations,maintain,beginner,A release contributor | A maintainer | A patch author | A documentation contributor,"Reverting a merged change that destabilizes the release branch, while the fix depends on code absent from older branches.",False
OSS-42-008,09-growth-governance-and-sustainability,42-releases-backports-and-deprecations,maintain,beginner,A release contributor | A maintainer | A patch author | A documentation contributor,"Publishing a patch release for a security fix, while downstream users rely on undocumented behavior.",False
OSS-42-009,09-growth-governance-and-sustainability,42-releases-backports-and-deprecations,maintain,beginner,A release contributor | A maintainer | A patch author | A documentation contributor,"Updating upgrade documentation after a breaking change, while the security details cannot yet be public.",False
